STATION_ID,STATION_ID_TYPE,STATE_NAME,STATION_LOCATION,CATEGORY,STATION_STATUS,LATITUDE,LONGITUDE,STATE_NAME_MWQI,STATION_LOCATION_MWQI,CATEGORY_MWQI,LATEST_MWQI,LATEST_CLASS,MWQI_2021,MWQI_2022,MWQI_2023,MWQI_2024,MWQI_2025,CHANGE_1Y,CHANGE_5Y,MEAN_5Y,MIN_5Y,TREND_SLOPE_5Y,TREND_DIRECTION,CURRENT_POOR,CURRENT_MODERATE,DECLINING_5Y,DROP_5_PLUS,DROP_10_PLUS
MMTC003,MODERN,Terengganu,Pantai Chendering,Coastal,1.0,5.27104,103.189,Terengganu,Pantai Chendering,Coastal,93.0,Excellent,95.0,95.0,97.0,96.0,93.0,-3.0,-2.0,95.2,93.0,-0.29999999999995913,Stable,False,False,False,False,False
MMTC004,MODERN,Terengganu,Pantai Rantau Abang,Coastal,1.0,4.87237,103.393,Terengganu,Pantai Rantau Abang,Coastal,94.0,Excellent,96.0,97.0,97.0,96.0,94.0,-2.0,-2.0,96.0,94.0,-0.4999999999998909,Stable,False,False,False,False,False
MMTC005,MODERN,Terengganu,KIPC Utara,Coastal,1.0,4.61285,103.452,Terengganu,KIPC Utara,Coastal,96.0,Excellent,95.0,94.0,96.0,96.0,96.0,0.0,1.0,95.4,94.0,0.39999999999991376,Stable,False,False,False,False,False
MMTC006,MODERN,Terengganu,KIPC Tengah,Coastal,1.0,4.58227,103.466,Terengganu,KIPC Tengah,Coastal,95.0,Excellent,94.0,94.0,96.0,96.0,95.0,-1.0,1.0,95.0,94.0,0.39999999999993124,Stable,False,False,False,False,False
MMTC007,MODERN,Terengganu,KIPC Selatan,Coastal,1.0,4.5536,103.477,Terengganu,KIPC Selatan,Coastal,93.0,Excellent,95.0,95.0,96.0,95.0,93.0,-2.0,-2.0,94.8,93.0,-0.3999999999999357,Stable,False,False,False,False,False
MMDC001,MODERN,Kelantan,Pantai Seri Tujuh,Coastal,1.0,6.22804,102.117,Kelantan,Pantai Seri Tujuh,Coastal,94.0,Excellent,93.0,94.0,95.0,95.0,94.0,-1.0,1.0,94.2,93.0,0.299999999999975,Stable,False,False,False,False,False
MMDC002,MODERN,Kelantan,Pantai Cahaya Bulan,Coastal,1.0,6.19646,102.277,Kelantan,Pantai Cahaya Bulan,Coastal,95.0,Excellent,95.0,95.0,96.0,97.0,95.0,-2.0,0.0,95.6,95.0,0.1999999999999428,Stable,False,False,False,False,False
MMDC003,MODERN,Kelantan,Pantai Sabak,Coastal,1.0,6.17962,102.322,Kelantan,Pantai Sabak,Coastal,93.0,Excellent,95.0,95.0,96.0,96.0,93.0,-3.0,-2.0,95.0,93.0,-0.2999999999999768,Stable,False,False,False,False,False
MMDC004,MODERN,Kelantan,Pantai Irama Bachok,Coastal,1.0,6.06686,102.4,Kelantan,Pantai Irama Bachok,Coastal,95.0,Excellent,95.0,93.0,95.0,96.0,95.0,-1.0,0.0,94.8,93.0,0.2999999999998761,Stable,False,False,False,False,False
MMDC005,MODERN,Kelantan,Pantai Bisikan Bayu,Coastal,1.0,5.86259,102.518,Kelantan,Pantai Bisikan Bayu,Coastal,95.0,Excellent,95.0,94.0,96.0,96.0,95.0,-1.0,0.0,95.2,94.0,0.19999999999993062,Stable,False,False,False,False,False
MMQC001,MODERN,Sarawak,Pantai Sematan,Coastal,1.0,1.82722,109.775,Sarawak,Pantai Sematan,Coastal,79.0,Moderate,93.0,90.0,66.0,68.0,79.0,11.0,-14.0,79.2,66.0,-4.99999999999918,Declining,False,True,True,True,True
MMQC002,MODERN,Sarawak,Pantai Pandan,Coastal,1.0,1.76553,109.865,Sarawak,Pantai Pandan,Coastal,75.0,Moderate,92.0,86.0,62.0,60.0,75.0,15.0,-17.0,75.0,60.0,-5.999999999999011,Declining,False,True,True,True,True
MMQC003,MODERN,Sarawak,Pantai Pasir Putih,Coastal,1.0,1.66153,110.487,Sarawak,Pantai Pasir Putih,Coastal,75.0,Moderate,84.0,85.0,76.0,64.0,75.0,11.0,-9.0,76.8,64.0,-3.899999999999043,Declining,False,True,True,True,False
MMQC004,MODERN,Sarawak,Pantai Bako,Coastal,1.0,1.71806,110.442,Sarawak,Pantai Bako,Coastal,80.0,Good,89.0,91.0,70.0,63.0,80.0,17.0,-9.0,78.6,63.0,-4.599999999998904,Declining,False,False,True,True,False
MMQC005,MODERN,Sarawak,Pantai Damai,Coastal,1.0,1.75026,110.308,Sarawak,Pantai Damai,Coastal,89.0,Good,86.0,89.0,75.0,74.0,89.0,15.0,3.0,82.6,74.0,-0.8999999999995915,Declining,False,False,True,False,False
MMQC006,MODERN,Sarawak,Pantai Tanjung Kembang,Coastal,1.0,1.82444,111.096,Sarawak,Pantai Tanjung Kembang,Coastal,69.0,Moderate,77.0,90.0,58.0,70.0,69.0,-1.0,-8.0,72.8,58.0,-3.5999999999992074,Declining,False,True,True,True,False
MMQC007,MODERN,Sarawak,Pantai Harmoni Mukah,Coastal,1.0,2.90972,112.056,Sarawak,Pantai Harmoni Mukah,Coastal,73.0,Moderate,67.0,73.0,76.0,78.0,73.0,-5.0,6.0,73.4,67.0,1.699999999999818,Improving,False,True,False,False,False
MMQC008,MODERN,Sarawak,Pantai Tanjung Batu,Coastal,1.0,3.21064,113.043,Sarawak,Pantai Tanjung Batu,Coastal,66.0,Moderate,81.0,74.0,58.0,68.0,66.0,-2.0,-15.0,69.4,58.0,-3.5999999999997874,Declining,False,True,True,True,True
MMQC009,MODERN,Sarawak,Pantai Likau,Coastal,1.0,3.34426,113.148,Sarawak,Pantai Likau,Coastal,83.0,Good,88.0,66.0,58.0,75.0,83.0,8.0,-5.0,74.0,58.0,-0.10000000000079712,Stable,False,False,False,True,False
MMQC010,MODERN,Sarawak,Pantai Emas,Coastal,1.0,3.44106,113.224,Sarawak,Pantai Emas,Coastal,76.0,Moderate,75.0,66.0,58.0,72.0,76.0,4.0,1.0,69.4,58.0,0.7999999999994403,Improving,False,True,False,False,False
MMQC011,MODERN,Sarawak,Pantai Piasau,Coastal,1.0,4.43787,113.994,Sarawak,Pantai Piasau,Coastal,65.0,Moderate,85.0,74.0,72.0,58.0,65.0,7.0,-20.0,70.8,58.0,-5.599999999999125,Declining,False,True,True,True,True
MMQC012,MODERN,Sarawak,Pantai Brighton,Coastal,1.0,4.37878,113.97,Sarawak,Pantai Brighton,Coastal,74.0,Moderate,75.0,56.0,61.0,57.0,74.0,17.0,-1.0,64.6,56.0,-0.10000000000030355,Stable,False,True,False,False,False
MMQC013,MODERN,Sarawak,Pantai Esplaned,Coastal,1.0,4.32458,113.961,Sarawak,Pantai Esplaned,Coastal,82.0,Good,83.0,56.0,57.0,57.0,82.0,25.0,-1.0,67.0,56.0,-0.10000000000052271,Stable,False,False,False,False,False
MMQC014,MODERN,Sarawak,Pantai Beraya,Coastal,1.0,4.19248,113.877,Sarawak,Pantai Beraya,Coastal,81.0,Good,83.0,57.0,58.0,58.0,81.0,23.0,-2.0,67.4,57.0,-0.30000000000047583,Stable,False,False,False,False,False
MMQC015,MODERN,Sarawak,Pantai Bungai,Coastal,1.0,4.06457,113.782,Sarawak,Pantai Bungai,Coastal,83.0,Good,75.0,66.0,56.0,57.0,83.0,26.0,8.0,67.4,56.0,0.699999999999876,Improving,False,False,False,False,False
MMQC016,MODERN,Sarawak,Pantai Belawai,Coastal,1.0,2.22094,111.208,Sarawak,Pantai Belawai,Coastal,73.0,Moderate,67.0,92.0,64.0,61.0,73.0,12.0,6.0,71.4,61.0,-1.8999999999987818,Declining,False,True,True,False,False
MMSC001,MODERN,Sabah,Pantai Teluk Brunei 1,Coastal,1.0,5.14579,115.52,Sabah,Pantai Teluk Brunei 1,Coastal,65.0,Moderate,73.0,61.0,60.0,74.0,65.0,-9.0,-8.0,66.6,60.0,-0.30000000000060545,Stable,False,True,False,True,False
MMSC002,MODERN,Sabah,Pantai Teluk Brunei 2,Coastal,1.0,5.11798,115.528,Sabah,Pantai Teluk Brunei 2,Coastal,79.0,Moderate,84.0,67.0,59.0,75.0,79.0,4.0,-5.0,72.8,59.0,-0.2000000000006637,Stable,False,True,False,True,False
MMSC003,MODERN,Sabah,Pantai Teluk Brunei 3,Coastal,1.0,5.16107,115.496,Sabah,Pantai Teluk Brunei 3,Coastal,67.0,Moderate,75.0,67.0,59.0,66.0,67.0,1.0,-8.0,66.8,59.0,-1.7000000000000457,Declining,False,True,True,True,False
MMSC004,MODERN,Sabah,Pantai Teluk Brunei 4,Coastal,1.0,5.17585,115.472,Sabah,Pantai Teluk Brunei 4,Coastal,81.0,Good,84.0,60.0,59.0,66.0,81.0,15.0,-3.0,70.0,59.0,-6.531437752705679e-13,Stable,False,False,False,False,False
MMSC005,MODERN,Sabah,Pantai Teluk Brunei 5,Coastal,1.0,5.20352,115.435,Sabah,Pantai Teluk Brunei 5,Coastal,74.0,Moderate,69.0,59.0,59.0,59.0,74.0,15.0,5.0,64.0,59.0,0.999999999999697,Improving,False,True,False,False,False
MMSC006,MODERN,Sabah,Pantai Teluk Brunei 6,Coastal,1.0,5.09419,115.527,Sabah,Pantai Teluk Brunei 6,Coastal,89.0,Good,58.0,59.0,59.0,74.0,89.0,15.0,31.0,67.8,58.0,7.699999999998708,Improving,False,False,False,False,False
MMSC007,MODERN,Sabah,Borneo Golf Seawater,Coastal,1.0,5.55,115.784,Sabah,Borneo Golf Seawater,Coastal,81.0,Good,59.0,67.0,59.0,71.0,81.0,10.0,22.0,67.4,59.0,4.799999999999376,Improving,False,False,False,False,False
MMSC008,MODERN,Sabah,Pantai Manis Papar,Coastal,1.0,5.74425,115.893,Sabah,Pantai Manis Papar,Coastal,74.0,Moderate,59.0,60.0,62.0,59.0,74.0,15.0,15.0,62.8,59.0,2.899999999999756,Improving,False,True,False,False,False
MMSC009,MODERN,Sabah,Pantai Melinsung,Coastal,1.0,5.80474,115.975,Sabah,Pantai Melinsung,Coastal,60.0,Moderate,70.0,59.0,65.0,60.0,60.0,0.0,-10.0,62.8,59.0,-1.8999999999999395,Declining,False,True,True,True,True
MMSC024,MODERN,Sabah,Pantai Tanjung Aru (Rest Lido),Coastal,1.0,5.91084,116.008,Sabah,Pantai Tanjung Aru (Rest Lido),Coastal,89.0,Good,69.0,58.0,59.0,81.0,89.0,8.0,20.0,71.2,58.0,6.299999999998401,Improving,False,False,False,False,False
MMSC010,MODERN,Sabah,Pantai Tanjung Aru (Roll Skating),Coastal,1.0,5.93302,116.017,Sabah,Pantai Tanjung Aru (Roll Skating),Coastal,87.0,Good,65.0,57.0,58.0,61.0,87.0,26.0,22.0,65.6,57.0,4.799999999999206,Improving,False,False,False,False,False
MMSC011,MODERN,Sabah,Pantai Tanjung Aru (No. 3),Coastal,1.0,5.88876,116.015,Sabah,Pantai Tanjung Aru (No. 3),Coastal,87.0,Good,76.0,57.0,59.0,64.0,87.0,23.0,11.0,68.6,57.0,2.899999999999129,Improving,False,False,False,False,False
MMSC012,MODERN,Sabah,Pantai Lok Kawi,Coastal,1.0,5.86013,116.027,Sabah,Pantai Lok Kawi,Coastal,83.0,Good,65.0,58.0,59.0,58.0,83.0,25.0,18.0,64.6,58.0,3.599999999999478,Improving,False,False,False,False,False
MMSC013,MODERN,Sabah,Pantai Dalit Tuaran,Coastal,1.0,6.18875,116.166,Sabah,Pantai Dalit Tuaran,Coastal,59.0,Moderate,58.0,58.0,59.0,74.0,59.0,-15.0,1.0,61.6,58.0,1.7999999999993297,Improving,False,True,False,False,False
MMSC014,MODERN,Sabah,Mangrove Paradise,Coastal,1.0,6.25857,116.221,Sabah,Mangrove Paradise,Coastal,66.0,Moderate,58.0,58.0,61.0,72.0,66.0,-6.0,8.0,63.0,58.0,2.999999999999284,Improving,False,True,False,False,False
MMSC015,MODERN,Sabah,Pantai Sabandar,Coastal,1.0,6.20353,116.175,Sabah,Pantai Sabandar,Coastal,62.0,Moderate,58.0,58.0,59.0,73.0,62.0,-11.0,4.0,62.0,58.0,2.2999999999993066,Improving,False,True,False,False,False
MMSC016,MODERN,Sabah,Pantai Bak-Bak Kudat,Coastal,1.0,6.94565,116.842,Sabah,Pantai Bak-Bak Kudat,Coastal,78.0,Moderate,76.0,85.0,59.0,64.0,78.0,14.0,2.0,72.4,59.0,-1.6999999999993767,Declining,False,True,True,False,False
MMSC017,MODERN,Sabah,Pasir Putih Sandakan,Coastal,1.0,5.82423,118.086,Sabah,Pasir Putih Sandakan,Coastal,73.0,Moderate,83.0,82.0,58.0,73.0,73.0,0.0,-10.0,73.8,58.0,-2.899999999999775,Declining,False,True,True,True,True
MMSC018,MODERN,Sabah,Pantai TLDM,Coastal,1.0,5.83896,118.127,Sabah,Pantai TLDM,Coastal,79.0,Moderate,75.0,62.0,59.0,89.0,79.0,-10.0,4.0,72.8,59.0,3.4999999999985,Improving,False,True,False,False,False
MMSC019,MODERN,Sabah,Pantai Batu Sapi,Coastal,1.0,5.79512,118.04,Sabah,Pantai Batu Sapi,Coastal,79.0,Moderate,76.0,75.0,58.0,77.0,79.0,2.0,3.0,73.0,58.0,0.7999999999995865,Improving,False,True,False,False,False
MMSC020,MODERN,Sabah,Pantai Ulu Tungku,Coastal,1.0,5.01293,118.89,Sabah,Pantai Ulu Tungku,Coastal,65.0,Moderate,57.0,58.0,59.0,69.0,65.0,-4.0,8.0,61.6,57.0,2.6999999999994015,Improving,False,True,False,False,False
MMSC021,MODERN,Sabah,Pantai Sarina Kunak,Coastal,1.0,4.66139,118.284,Sabah,Pantai Sarina Kunak,Coastal,69.0,Moderate,58.0,58.0,59.0,62.0,69.0,7.0,11.0,61.2,58.0,2.599999999999606,Improving,False,True,False,False,False
MMSC022,MODERN,Sabah,Pantai Kg. Lamak,Coastal,1.0,4.969972,118.236731,Sabah,Pantai Kg. Lamak,Coastal,80.0,Good,57.0,61.0,59.0,68.0,80.0,12.0,23.0,65.0,57.0,5.299999999999245,Improving,False,False,False,False,False
MMSC023,MODERN,Sabah,Pantai Tinagat,Coastal,1.0,4.22278,117.984,Sabah,Pantai Tinagat,Coastal,62.0,Moderate,58.0,68.0,58.0,88.0,62.0,-26.0,4.0,66.8,58.0,2.799999999999134,Improving,False,True,False,False,False
MMLC001,MODERN,Labuan,Pulau Papan,Coastal,1.0,5.2549,115.268,W.P. Labuan,Pulau Papan,Coastal,83.0,Good,59.0,58.0,59.0,58.0,83.0,25.0,24.0,63.4,58.0,4.799999999999462,Improving,False,False,False,False,False
MMLC002,MODERN,Labuan,Kiamsam,Coastal,1.0,5.25526,115.175,W.P. Labuan,Kiamsam,Coastal,79.0,Moderate,58.0,58.0,59.0,72.0,79.0,7.0,21.0,65.2,58.0,5.599999999998968,Improving,False,True,False,False,False
MMLC003,MODERN,Labuan,Sungai Pagar,Coastal,1.0,5.27341,115.167,W.P. Labuan,Sungai Pagar,Coastal,75.0,Moderate,58.0,59.0,59.0,76.0,75.0,-1.0,17.0,65.4,58.0,5.099999999998938,Improving,False,True,False,False,False
MMLC004,MODERN,Labuan,Layang-Layangan,Coastal,1.0,5.33422,115.193,W.P. Labuan,Layang- Layangan,Coastal,88.0,Good,57.0,58.0,59.0,74.0,88.0,14.0,31.0,67.2,57.0,7.799999999998681,Improving,False,False,False,False,False
MMLC005,MODERN,Labuan,Tanjung Aru,Coastal,1.0,5.3506,115.244,W.P. Labuan,Tanjung Aru,Coastal,71.0,Moderate,59.0,60.0,59.0,65.0,71.0,6.0,12.0,62.8,59.0,2.8999999999995296,Improving,False,True,False,False,False
MMRE001,MODERN,Perlis,Kuala Sungai Baru,Estuary,1.0,6.40007,100.119,Perlis,Kuala Sungai Perlis,Estuary,57.0,Moderate,57.0,57.0,55.0,58.0,57.0,-1.0,0.0,56.8,55.0,0.09999999999993149,Stable,False,True,False,False,False
MMRE002,MODERN,Perlis,Kuala Sungai Perlis,Estuary,1.0,6.33242,100.15,Perlis,Kuala Sungai Baru,Estuary,57.0,Moderate,57.0,57.0,56.0,56.0,57.0,1.0,0.0,56.6,56.0,-0.09999999999997433,Stable,False,True,False,False,False
MMKE001,MODERN,Kedah,Kuala Kedah,Estuary,1.0,6.10482,100.282,Kedah,Kuala Kedah,Estuary,56.0,Moderate,57.0,56.0,54.0,64.0,56.0,-8.0,-1.0,57.4,54.0,0.5999999999996456,Improving,False,True,False,False,False
MMKE002,MODERN,Kedah,Kuala Jerlun,Estuary,1.0,6.2105,100.238,Kedah,Kuala Jerlun,Estuary,56.0,Moderate,55.0,54.0,56.0,57.0,56.0,-1.0,1.0,55.6,54.0,0.4999999999998658,Stable,False,True,False,False,False
MMPE001,MODERN,Pulau Pinang,Kuala Sungai Jawi,Estuary,1.0,5.28056,100.417,P. Pinang,Kuala Sungai Jawi,Estuary,69.0,Moderate,43.0,52.0,72.0,53.0,69.0,16.0,26.0,57.8,43.0,5.299999999999849,Improving,False,True,False,False,False
MMPE002,MODERN,Pulau Pinang,Kuala Sungai Juru,Estuary,1.0,5.33889,100.406,P. Pinang,Kuala Sungai Juru,Estuary,46.0,Poor,42.0,53.0,55.0,47.0,46.0,-1.0,4.0,48.6,42.0,0.20000000000040488,Stable,True,False,False,False,False
MMPE003,MODERN,Pulau Pinang,Kuala Sungai Kerian,Estuary,1.0,5.17034,100.424,P. Pinang,Kuala Sungai Kerian,Estuary,79.0,Moderate,56.0,73.0,55.0,68.0,79.0,11.0,23.0,66.2,55.0,4.099999999999759,Improving,False,True,False,False,False
MMPE004,MODERN,Pulau Pinang,Kuala Sungai Pinang,Estuary,1.0,5.4,100.335,P. Pinang,Kuala Sungai Pinang,Estuary,47.0,Poor,52.0,54.0,48.0,47.0,47.0,0.0,-5.0,49.6,47.0,-1.6999999999996445,Declining,True,False,True,True,False
MMPE005,MODERN,Pulau Pinang,Kuala Sungai Perai,Estuary,1.0,5.38333,100.367,P. Pinang,Kuala Sungai Perai,Estuary,52.0,Moderate,55.0,55.0,56.0,55.0,52.0,-3.0,-3.0,54.6,52.0,-0.599999999999918,Declining,False,True,True,False,False
MMPE006,MODERN,Pulau Pinang,Kuala Sungai Tengah,Estuary,1.0,5.21139,100.425,P. Pinang,Kuala Sungai Tengah,Estuary,76.0,Moderate,57.0,81.0,87.0,65.0,76.0,11.0,19.0,73.2,57.0,2.2000000000007947,Improving,False,True,False,False,False
MMPE007,MODERN,Pulau Pinang,Kuala Sungai Pinang (Balik Pulau),Estuary,1.0,5.39155,100.186,P. Pinang,Kuala Sungai Pinang (Balik Pulau),Estuary,64.0,Moderate,56.0,58.0,72.0,56.0,64.0,8.0,8.0,61.2,56.0,1.4000000000001482,Improving,False,True,False,False,False
MMAE001,MODERN,Perak,Kuala Sungai Manjung,Estuary,1.0,4.24841,100.594,Perak,Kuala Sungai Manjung,Estuary,86.0,Good,73.0,85.0,89.0,94.0,86.0,-8.0,13.0,85.4,73.0,3.499999999999631,Improving,False,False,False,False,False
MMAE002,MODERN,Perak,Kuala Sungai Gula,Estuary,1.0,4.92269,100.467,Perak,Kuala Sungai Gula,Estuary,69.0,Moderate,54.0,79.0,57.0,58.0,69.0,11.0,15.0,63.4,54.0,0.9000000000006965,Improving,False,True,False,False,False
MMAE003,MODERN,Perak,Kuala Sungai Kurau,Estuary,1.0,4.99481,100.415,Perak,Kuala Sungai Kurau,Estuary,54.0,Moderate,54.0,64.0,56.0,58.0,54.0,-4.0,0.0,57.2,54.0,-0.5999999999996778,Declining,False,True,True,False,False
MMAE004,MODERN,Perak,Kuala Sungai Tanjung Piandang,Estuary,1.0,5.07661,100.374,Perak,Kuala Sungai Tanjung Piandang,Estuary,53.0,Moderate,45.0,50.0,51.0,51.0,53.0,2.0,8.0,50.0,45.0,1.6999999999998943,Improving,False,True,False,False,False
MMAE005,MODERN,Perak,Kuala Sungai Sepetang,Estuary,1.0,4.7756,100.588,Perak,Kuala Sungai Sepetang,Estuary,56.0,Moderate,55.0,53.0,53.0,58.0,56.0,-2.0,1.0,55.0,53.0,0.6999999999997348,Improving,False,True,False,False,False
MMAE006,MODERN,Perak,Kuala Sungai Perak,Estuary,1.0,4.00002,100.756,Perak,Kuala Sungai Perak,Estuary,66.0,Moderate,55.0,75.0,62.0,82.0,66.0,-16.0,11.0,68.0,55.0,2.8999999999996557,Improving,False,True,False,False,False
MMBE001,MODERN,Selangor,Kuala Sungai Sepang,Estuary,1.0,2.59575,101.713,Selangor,Kuala Sungai Sepang,Estuary,71.0,Moderate,66.0,72.0,83.0,70.0,71.0,1.0,5.0,72.4,66.0,0.8000000000002521,Improving,False,True,False,False,False
MMBE002,MODERN,Selangor,Kuala Sungai Sepang (Kecil),Estuary,1.0,2.60987,101.685,Selangor,Kuala Sungai Sepang (Kecil),Estuary,72.0,Moderate,80.0,58.0,82.0,57.0,72.0,15.0,-8.0,69.8,57.0,-1.6999999999998385,Declining,False,True,True,True,False
MMBE003,MODERN,Selangor,Kuala Sungai Sepang (Kawalan),Estuary,1.0,2.59749,101.69,Selangor,Kuala Sungai Sepang (Kawalan),Estuary,89.0,Good,81.0,91.0,90.0,84.0,89.0,5.0,8.0,87.0,81.0,0.900000000000292,Improving,False,False,False,False,False
MMBE004,MODERN,Selangor,Kuala Sungai Langat (Jugra),Estuary,1.0,2.8024,101.407,Selangor,Kuala Sungai Langat (Jugra),Estuary,54.0,Moderate,54.0,58.0,63.0,53.0,54.0,1.0,0.0,56.4,53.0,-0.4999999999996409,Stable,False,True,False,False,False
MMBE005,MODERN,Selangor,Kuala Sungai Klang,Estuary,1.0,3.00191,101.389,Selangor,Kuala Sungai Klang,Estuary,49.0,Poor,40.0,43.0,51.0,51.0,49.0,-2.0,9.0,46.8,40.0,2.5999999999996444,Improving,True,False,False,False,False
MMBE006,MODERN,Selangor,Kuala Sungai Langat (Lumut),Estuary,1.0,2.9668,101.309,Selangor,Kuala Sungai Langat (Lumut),Estuary,54.0,Moderate,54.0,55.0,60.0,63.0,54.0,-9.0,0.0,57.2,54.0,0.7999999999997628,Improving,False,True,False,False,False
MMBE007,MODERN,Selangor,Kuala Sungai Buloh,Estuary,1.0,3.25504,101.3,Selangor,Kuala Sungai Buloh,Estuary,57.0,Moderate,57.0,56.0,64.0,56.0,57.0,1.0,0.0,58.0,56.0,9.844708997233454e-14,Stable,False,True,False,False,False
MMBE008,MODERN,Selangor,Kuala Sungai Selangor,Estuary,1.0,3.33333,101.225,Selangor,Kuala Sungai Selangor,Estuary,54.0,Moderate,43.0,51.0,55.0,49.0,54.0,5.0,11.0,50.4,43.0,2.000000000000051,Improving,False,True,False,False,False
MMBE009,MODERN,Selangor,Kuala Sungai Tengi,Estuary,1.0,3.39618,101.167,Selangor,Kuala Sungai Tengi,Estuary,55.0,Moderate,51.0,48.0,56.0,52.0,55.0,3.0,4.0,52.4,48.0,1.1999999999998054,Improving,False,True,False,False,False
MMBE010,MODERN,Selangor,Kuala Sungai Bernam,Estuary,1.0,3.85,100.817,Selangor,Kuala Sungai Bernam,Estuary,57.0,Moderate,55.0,61.0,54.0,55.0,57.0,2.0,2.0,56.4,54.0,-0.19999999999978058,Stable,False,True,False,False,False
MMNE001,MODERN,N. Sembilan,Kuala Sungai Linggi,Estuary,1.0,2.39101,101.973,N. Sembilan,Kuala Sungai Linggi,Estuary,54.0,Moderate,68.0,55.0,68.0,67.0,54.0,-13.0,-14.0,62.4,54.0,-1.6000000000002341,Declining,False,True,True,True,True
MMNE002,MODERN,N. Sembilan,Kuala Sungai Lukut,Estuary,1.0,2.57802,101.788,N. Sembilan,Kuala Sungai Lukut,Estuary,52.0,Moderate,56.0,53.0,55.0,52.0,52.0,0.0,-4.0,53.6,52.0,-0.8999999999998937,Declining,False,True,True,False,False
MMME001,MODERN,Melaka,Kuala Sungai Melaka,Estuary,1.0,2.18572,102.242,Melaka,Kuala Sungai Melaka,Estuary,56.0,Moderate,60.0,63.0,56.0,54.0,56.0,2.0,-4.0,57.8,54.0,-1.6999999999995803,Declining,False,True,True,False,False
MMME002,MODERN,Melaka,Kuala Sungai Sri Melaka,Estuary,1.0,2.20647,102.198,Melaka,Kuala Sungai Sri Melaka,Estuary,54.0,Moderate,50.0,54.0,53.0,56.0,54.0,-2.0,4.0,53.4,50.0,0.9999999999998956,Improving,False,True,False,False,False
MMME003,MODERN,Melaka,Kuala Sungai Merlimau,Estuary,1.0,2.12689,102.414,Melaka,Kuala Sungai Merlimau,Estuary,56.0,Moderate,58.0,57.0,53.0,55.0,56.0,1.0,-2.0,55.8,53.0,-0.5999999999999465,Declining,False,True,True,False,False
MMME004,MODERN,Melaka,Kuala Sungai Kesang,Estuary,1.0,2.09814,102.489,Melaka,Kuala Sungai Kesang,Estuary,58.0,Moderate,74.0,57.0,57.0,56.0,58.0,2.0,-16.0,60.4,56.0,-3.299999999999925,Declining,False,True,True,True,True
MMME005,MODERN,Melaka,Kuala Sungai Sebatu,Estuary,1.0,2.10753,102.462,Melaka,Kuala Sungai Sebatu,Estuary,59.0,Moderate,63.0,75.0,57.0,53.0,59.0,6.0,-4.0,61.4,53.0,-2.99999999999903,Declining,False,True,True,False,False
MMJE001,MODERN,Johor,Kuala Sungai Segget,Estuary,1.0,1.45583,103.766,Johor,Kuala Sungai Segget,Estuary,48.0,Poor,51.0,46.0,51.0,53.0,48.0,-5.0,-3.0,49.8,46.0,0.099999999999754,Stable,True,False,False,False,False
MMJE003,MODERN,Johor,Kuala Sungai Johor,Estuary,1.0,1.48444,104.023,Johor,Kuala Sungai Johor,Estuary,86.0,Good,92.0,92.0,81.0,89.0,86.0,-3.0,-6.0,88.0,81.0,-1.4999999999998994,Declining,False,False,True,True,False
MMJE004,MODERN,Johor,Kuala Sungai Batu Pahat,Estuary,1.0,1.81451,102.89,Johor,Kuala Sungai Batu Pahat,Estuary,55.0,Moderate,58.0,57.0,57.0,52.0,55.0,3.0,-3.0,55.8,52.0,-1.099999999999745,Declining,False,True,True,False,False
MMJE005,MODERN,Johor,Kuala Sungai Muar,Estuary,1.0,2.05212,102.552,Johor,Kuala Sungai Muar,Estuary,55.0,Moderate,57.0,55.0,56.0,56.0,55.0,-1.0,-2.0,55.8,55.0,-0.30000000000001975,Stable,False,True,False,False,False
MMJE006,MODERN,Johor,Kuala Sungai Mersing,Estuary,1.0,2.43681,103.842,Johor,Kuala Sungai Mersing,Estuary,59.0,Moderate,59.0,59.0,78.0,58.0,59.0,1.0,0.0,62.6,58.0,-0.09999999999967518,Stable,False,True,False,False,False
MMTE001,MODERN,Terengganu,Kuala Sungai Besut,Estuary,1.0,5.83411,102.558,Terengganu,Kuala Sungai Besut,Estuary,71.0,Moderate,74.0,70.0,60.0,89.0,71.0,-18.0,-3.0,72.8,60.0,1.2999999999990537,Improving,False,True,False,False,False
MMTE002,MODERN,Terengganu,Kuala Sungai Dungun,Estuary,1.0,4.78108,103.428,Terengganu,Kuala Sungai Dungun,Estuary,59.0,Moderate,69.0,59.0,85.0,87.0,59.0,-28.0,-10.0,71.8,59.0,0.7999999999992536,Improving,False,True,False,True,True
MMTE003,MODERN,Terengganu,Kuala Sungai Ibai,Estuary,1.0,5.28899,103.176,Terengganu,Kuala Sungai Ibai,Estuary,87.0,Good,90.0,87.0,73.0,92.0,87.0,-5.0,-3.0,85.8,73.0,-0.10000000000039606,Stable,False,False,False,False,False
MMTE004,MODERN,Terengganu,Kuala Sungai Kerteh,Estuary,1.0,4.51441,103.456,Terengganu,Kuala Sungai Kerteh,Estuary,84.0,Good,58.0,75.0,75.0,85.0,84.0,-1.0,26.0,75.4,58.0,6.1999999999993385,Improving,False,False,False,False,False
MMTE005,MODERN,Terengganu,Kuala Sungai Marang,Estuary,1.0,5.20944,103.214,Terengganu,Kuala Sungai Marang,Estuary,79.0,Moderate,84.0,84.0,79.0,86.0,79.0,-7.0,-5.0,82.4,79.0,-0.800000000000041,Declining,False,True,True,True,False
