STATE_NAME,STATION_LOCATION,STATION_ID,YEAR,MWQI,CATEGORY,SOURCE_FILE,MWQI_RANGE,STATION_ID_TYPE,LATITUDE,LONGITUDE,STATION_STATUS
Selangor,Selat Pulau Babi,MMBC003,2019,73.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.00766,101.273,1.0
Selangor,Selat Klang Utara,MMBC004,2019,56.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.02818,101.351,1.0
Selangor,Pantai Remis*,MMBC005,2019,58.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.20073,101.302,1.0
Selangor,Pantai Klanang*,MMBC006,2019,58.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.78927,101.409,1.0
N. Sembilan,Bagan Pinang,MMNC001,2019,82.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.50823,101.828,1.0
N. Sembilan,Telok Sinting,MMNC002,2019,71.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.41522,101.941,1.0
N. Sembilan,Port Dickson Bandar,MMNC003,2019,60.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.52001,101.798,1.0
N. Sembilan,Port Dickson Batu 4,MMNC004,2019,81.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.49971,101.837,1.0
N. Sembilan,Port Dickson Batu 5,MMNC005,2019,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.49585,101.838,1.0
N. Sembilan,Port Dickson Batu 6,MMNC006,2019,77.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.48079,101.847,1.0
N. Sembilan,Port Dickson Batu 7,MMNC007,2019,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.46123,101.851,1.0
N. Sembilan,Port Dickson Batu 8,MMNC008,2019,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.45415,101.854,1.0
N. Sembilan,Port Dickson Batu 10,MMNC009,2019,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.41706,101.856,1.0
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2019,59.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.54237,101.798,1.0
N. Sembilan,Telok Pelanduk,MMNC011,2019,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.41663,101.892,1.0
N. Sembilan,Pantai Cermin,MMNC012,2019,70.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.41499,101.861,1.0
N. Sembilan,Pantai Teluk Kemang*,MMNC013,2019,83.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.44777,101.854,1.0
N. Sembilan,Pantai Seri Purnama*,MMNC014,2019,80.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.44313,101.855,1.0
Melaka,Pantai Rombang,MMMC001,2019,68.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.22728,102.148,1.0
Melaka,Pantai Kundur,MMMC002,2019,77.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.24319,102.14,1.0
Melaka,Pantai Tanjung Bidara,MMMC003,2019,78.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.29075,102.088,1.0
Pulau Pinang,Pantai Sungai Batu Ferringhi 3*,MMPC015,2020,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,5.480744,100.253394,1.0
Pulau Pinang,Pantai Sungai Batu Ferringhi 2*,MMPC016,2020,74.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,5.47719,100.249,1.0
Pulau Pinang,Pantai Sungai Batu Ferringhi 1*,MMPC017,2020,85.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,5.4728,100.244,1.0
Perak,Pantai Pasir Bogak,MMAC001,2020,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,4.21176,100.551,1.0
Perak,Pantai Teluk Dalam,MMAC002,2020,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,4.25,100.556,1.0
Perak,Pantai Teluk Batik,MMAC003,2020,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,4.18732,100.606,1.0
Perak,Pantai Tanjung Batu,MMAC004,2020,83.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,4.42659,100.595,1.0
Perak,Pantai Teluk Rubiah*,MMAC005,2020,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,4.16016,100.622,1.0
Perak,Pantai Damai Laut*,MMAC006,2020,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,4.26412,100.589,1.0
Perak,Pantai Teluk Senangin*,MMAC007,2020,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,4.29387,100.582,1.0
Perak,Pantai Pasir Panjang,MMAC008,2020,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,4.34797,100.568,1.0
Selangor,Pantai Bagan Lalang,MMBC001,2020,91.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.6054,101.687,1.0
Selangor,Pantai Morib,MMBC002,2020,68.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.75,101.439,1.0
Selangor,Selat Pulau Babi,MMBC003,2020,73.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.00766,101.273,1.0
Selangor,Selat Klang Utara,MMBC004,2020,55.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.02818,101.351,1.0
Selangor,Pantai Remis*,MMBC005,2020,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,3.20073,101.302,1.0
Selangor,Pantai Klanang*,MMBC006,2020,71.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.78927,101.409,1.0
N. Sembilan,Bagan Pinang,MMNC001,2020,85.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.50823,101.828,1.0
N. Sembilan,Telok Sinting,MMNC002,2020,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.41522,101.941,1.0
N. Sembilan,Port Dickson Bandar,MMNC003,2020,74.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.52001,101.798,1.0
N. Sembilan,Port Dickson Batu 4,MMNC004,2020,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.49971,101.837,1.0
N. Sembilan,Port Dickson Batu 5,MMNC005,2020,67.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.49585,101.838,1.0
N. Sembilan,Port Dickson Batu 6,MMNC006,2020,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.48079,101.847,1.0
N. Sembilan,Port Dickson Batu 7,MMNC007,2020,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.46123,101.851,1.0
N. Sembilan,Port Dickson Batu 8,MMNC008,2020,85.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.45415,101.854,1.0
N. Sembilan,Port Dickson Batu 10,MMNC009,2020,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.41706,101.856,1.0
N. Sembilan,Port Dickson Janakuasa TNB,MMNC010,2020,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.54237,101.798,1.0
N. Sembilan,Telok Pelanduk,MMNC011,2020,83.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.41663,101.892,1.0
N. Sembilan,Pantai Cermin,MMNC012,2020,83.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.41499,101.861,1.0
N. Sembilan,Pantai Teluk Kemang*,MMNC013,2020,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.44777,101.854,1.0
N. Sembilan,Pantai Seri Purnama*,MMNC014,2020,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.44313,101.855,1.0
Melaka,Pantai Rombang,MMMC001,2020,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.22728,102.148,1.0
Melaka,Pantai Kundur,MMMC002,2020,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.24319,102.14,1.0
Melaka,Pantai Tanjung Bidara,MMMC003,2020,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.29075,102.088,1.0
Melaka,Teluk Gong,MMMC004,2016,57.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A1,MMMC005,2016,72.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A2,MMMC006,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B1,MMMC007,2016,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B2,MMMC008,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,2.1813,102.255,1.0
Melaka,Pantai Klebang*,MMMC009,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,2.21607,102.191,1.0
Johor,Tanjung Bin,MMJC001,2016,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2016,85.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2016,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2016,76.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2016,53.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2016,75.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2016,44.0,Coastal,mqims 2016-2020.pdf,Poor,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2016,66.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2016,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2016,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2016,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2016,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2016,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.325,103.441,1.0
Johor,Pasir Gogok,MMJC018,2016,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.41744,104.1,1.0
Johor,Tanjung Buai,MMJC019,2016,80.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.49669,104.045,1.0
Johor,Pantai Desaru,MMJC020,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.54667,104.261,1.0
Johor,Tanjung Sepang,MMJC021,2016,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.39192,104.108,1.0
Johor,Tanjung Penyusup,MMJC022,2016,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.37025,104.28,1.0
Johor,Pantai Sungai Lurus,MMJC023,2016,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.72833,103.029,1.0
Johor,Punggur,MMJC024,2016,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.68472,103.098,1.0
Johor,Pantai Penyabung*,MMJC025,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,2.64874,103.75,1.0
Johor,Tanjung Resang*,MMJC026,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,2.57397,103.817,1.0
Johor,Tanjung Balau*,MMJC027,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,1.61269,104.261,1.0
Johor,Batu Layar*,MMJC028,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,1.44611,104.296,1.0
Johor,Tanjung Sengat*,MMJC029,2016,,Coastal,mqims 2016-2020.pdf,,MODERN,1.56073,104.03,1.0
Melaka,Teluk Gong,MMMC004,2017,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A1,MMMC005,2017,64.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A2,MMMC006,2017,72.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B1,MMMC007,2017,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B2,MMMC008,2017,66.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.1813,102.255,1.0
Melaka,Pantai Klebang*,MMMC009,2017,67.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.21607,102.191,1.0
Johor,Tanjung Bin,MMJC001,2017,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2017,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2017,80.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2017,61.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2017,62.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2017,64.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2017,59.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2017,55.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2017,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2017,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.325,103.441,1.0
Johor,Pasir Gogok,MMJC018,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.41744,104.1,1.0
Johor,Tanjung Buai,MMJC019,2017,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.49669,104.045,1.0
Johor,Pantai Desaru,MMJC020,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.54667,104.261,1.0
Johor,Tanjung Sepang,MMJC021,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.39192,104.108,1.0
Johor,Tanjung Penyusup,MMJC022,2017,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.37025,104.28,1.0
Johor,Pantai Sungai Lurus,MMJC023,2017,90.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.72833,103.029,1.0
Johor,Punggur,MMJC024,2017,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.68472,103.098,1.0
Johor,Pantai Penyabung*,MMJC025,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.64874,103.75,1.0
Johor,Tanjung Resang*,MMJC026,2017,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.57397,103.817,1.0
Johor,Tanjung Balau*,MMJC027,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.61269,104.261,1.0
Johor,Batu Layar*,MMJC028,2017,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.44611,104.296,1.0
Johor,Tanjung Sengat*,MMJC029,2017,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.56073,104.03,1.0
Melaka,Teluk Gong,MMMC004,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A1,MMMC005,2018,67.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A2,MMMC006,2018,81.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B1,MMMC007,2018,62.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B2,MMMC008,2018,58.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.1813,102.255,1.0
Melaka,Pantai Klebang*,MMMC009,2018,81.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.21607,102.191,1.0
Johor,Tanjung Bin,MMJC001,2018,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2018,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2018,88.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2018,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2018,62.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2018,65.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2018,59.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2018,52.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2018,73.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2018,89.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.325,103.441,1.0
Johor,Pasir Gogok,MMJC018,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.41744,104.1,1.0
Johor,Tanjung Buai,MMJC019,2018,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.49669,104.045,1.0
Johor,Pantai Desaru,MMJC020,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.54667,104.261,1.0
Johor,Tanjung Sepang,MMJC021,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.39192,104.108,1.0
Johor,Tanjung Penyusup,MMJC022,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.37025,104.28,1.0
Johor,Pantai Sungai Lurus,MMJC023,2018,91.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.72833,103.029,1.0
Johor,Punggur,MMJC024,2018,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.68472,103.098,1.0
Johor,Pantai Penyabung*,MMJC025,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.64874,103.75,1.0
Johor,Tanjung Resang*,MMJC026,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.57397,103.817,1.0
Johor,Tanjung Balau*,MMJC027,2018,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.61269,104.261,1.0
Johor,Batu Layar*,MMJC028,2018,94.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.44611,104.296,1.0
Johor,Tanjung Sengat*,MMJC029,2018,91.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,1.56073,104.03,1.0
Melaka,Teluk Gong,MMMC004,2019,76.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A1,MMMC005,2019,60.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17992,102.243,1.0
Melaka,Pulau Melaka Point A2,MMMC006,2019,60.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.17644,102.252,1.0
Melaka,Pulau Melaka Point B1,MMMC007,2019,57.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.18332,102.248,1.0
Melaka,Pulau Melaka Point B2,MMMC008,2019,57.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.1813,102.255,1.0
Melaka,Pantai Klebang*,MMMC009,2019,58.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,2.21607,102.191,1.0
Johor,Tanjung Bin,MMJC001,2019,81.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.32456,103.557,1.0
Johor,Pelabuhan Tanjung Pelepas,MMJC002,2019,67.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.35361,103.543,1.0
Johor,Hadapan Jabatan Laut,MMJC003,2019,77.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.38275,103.535,1.0
Johor,Pantai Stulang Laut,MMJC004,2019,49.0,Coastal,mqims 2016-2020.pdf,Poor,MODERN,1.46722,103.779,1.0
Johor,Jeti Teluk Jawa,MMJC005,2019,52.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.47354,103.848,1.0
Johor,Pelabuhan Pasir Gudang,MMJC006,2019,54.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.43255,103.899,1.0
Johor,Hadapan HSAJB,MMJC007,2019,36.0,Coastal,mqims 2016-2020.pdf,Poor,MODERN,1.45644,103.746,1.0
Johor,Pantai Lido,MMJC008,2019,37.0,Coastal,mqims 2016-2020.pdf,Poor,MODERN,1.46556,103.725,1.0
Johor,Pantai Teluk Mahkota,MMJC009,2019,72.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.89781,104.105,1.0
Johor,Pantai Tanjung Leman,MMJC010,2019,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.14528,104.007,1.0
Johor,Pantai Sri Pantai,MMJC011,2019,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.37917,103.889,1.0
Johor,Tanjung Merak,MMJC012,2019,60.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.36275,104.11,1.0
Johor,Tanjung Pengelih,MMJC013,2019,77.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.37075,104.089,1.0
Johor,Pantai Tanjong Stapa,MMJC014,2019,86.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.3425,104.136,1.0
Johor,Pantai Teluk Gorek,MMJC015,2019,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.5825,103.805,1.0
Johor,Pantai Air Papan,MMJC016,2019,92.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.51806,103.833,1.0
Johor,Jeti Kukup,MMJC017,2019,58.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.325,103.441,1.0
Johor,Pasir Gogok,MMJC018,2019,74.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.41744,104.1,1.0
Johor,Tanjung Buai,MMJC019,2019,63.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.49669,104.045,1.0
Johor,Pantai Desaru,MMJC020,2019,81.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.54667,104.261,1.0
Johor,Tanjung Sepang,MMJC021,2019,87.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.39192,104.108,1.0
Johor,Tanjung Penyusup,MMJC022,2019,62.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.37025,104.28,1.0
Johor,Pantai Sungai Lurus,MMJC023,2019,59.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.72833,103.029,1.0
Johor,Punggur,MMJC024,2019,59.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.68472,103.098,1.0
Johor,Pantai Penyabung*,MMJC025,2019,80.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.64874,103.75,1.0
Johor,Tanjung Resang*,MMJC026,2019,93.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.57397,103.817,1.0
Johor,Tanjung Balau*,MMJC027,2019,84.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,1.61269,104.261,1.0
Johor,Batu Layar*,MMJC028,2019,62.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.44611,104.296,1.0
Johor,Tanjung Sengat*,MMJC029,2019,60.0,Coastal,mqims 2016-2020.pdf,Moderate,MODERN,1.56073,104.03,1.0
Melaka,Teluk Gong,MMMC004,2020,83.0,Coastal,mqims 2016-2020.pdf,Good,MODERN,2.33983,102.056,1.0
Melaka,Pulau Melaka Point A1,MMMC005,2020,91.0,Coastal,mqims 2016-2020.pdf,Excellent,MODERN,2.17992,102.243,1.0
